cust_id;model1;model2;boughtItemsTotal;itemOneTotal;itemTwoTotal;itemThreeTotal;Visits2014;itemOneTotal2014;itemTwoTotal2014;itemThreeTotal2014;Visits2013;itemOneTotal2013;itemTwoTotal2013;itemThreeTotal2013;boughtItem_03;boughtItem_02;boughtItem_01;date_lastVisit;daysSinceVisit;boughtItem;numVisitsL1M;numVisitsL3M;numVisitsL6M;numVisits_trendL3M;fractionItemOneL1M;fractionItemOneTwoThreeL1M;fractionItemOneL3M;fractionItemOneTwoThreeL3M;fractionItemOneL6M;fractionItemOneTwoThreeL6M;numItemOne_trendL3M
721;14;52;25;7;3;2;5;2;0;0;12;2;2;2;1;0;d;140815;12;0;2;5;6;5;0;0;0.4;0.4;0.333333333;0.333333333;1.2
722;0;823;33;5;0;3;9;1;0;2;11;2;0;0;3;6;3;140807;20;d;1;4;8;1;0;1;0;0.5;0;0.25;0
723;40;27;29;9;1;2;5;2;0;0;18;7;1;0;1;1;d;140813;14;d;2;3;3;0;0.5;0.5;0.666666667;0.666666667;0.666666667;0.666666667;1
724;9;79;39;7;3;4;12;4;1;0;13;2;2;0;str;2;0;140806;21;0;2;3;8;0.6;0;0.5;0;0.333333333;0.25;0.375;0
725;2;245;40;5;5;3;8;2;0;1;19;1;4;2;0;str;0;140814;13;3;2;4;8;1;0;0;0;0.25;0.125;0.25;0
726;8;169;14;6;1;3;9;4;0;2;5;2;1;1;1;0;str;140729;29;2;1;5;9;1.25;0;0;0.4;0.6;0.333333333;0.555555556;1.2
727;8;81;16;4;6;1;8;2;4;0;8;2;2;1;0;2;5;140816;11;5;2;4;4;0;0;0.5;0.25;0.5;0.25;0.5;1
728;11;83;27;7;6;2;5;2;0;0;11;3;3;1;1;d;5;140816;11;6;1;3;5;1.5;0;0;0.333333333;0.333333333;0.4;0.4;0.833333333
729;7;52;30;9;0;2;8;4;0;0;9;2;0;1;d;7;0;140729;29;4;1;2;6;0.5;0;0;0;0;0.5;0.5;0
730;1;467;26;5;2;2;10;3;1;1;11;1;1;1;0;5;1;140815;12;1;2;4;9;0.8;0.5;0.5;0.25;0.5;0.222222222;0.444444444;1.125
731;23;56;22;7;6;2;9;2;5;0;13;5;1;2;2;1;0;140816;11;5;2;6;9;2;0.5;0.5;0.166666667;0.833333333;0.222222222;0.777777778;0.75
732;13;86;27;11;2;1;2;1;0;0;9;2;0;1;d;1;str;140205;203;0;0;0;0;0;0;0;0;0;0;0;0
733;4;231;99;7;18;10;13;1;2;0;22;2;2;5;6;2;0;140820;7;0;2;5;12;0.714285714;0;0.5;0;0.2;0.083333333;0.25;0
734;15;49;28;11;4;5;5;1;0;1;11;5;3;1;str;5;str;140807;20;0;2;4;6;2;0;0;0;0.25;0.166666667;0.333333333;0
735;4;221;63;12;7;7;9;1;0;1;12;1;1;0;1;6;3;140810;17;0;1;6;9;2;0;1;0.166666667;0.333333333;0.111111111;0.222222222;1.5
736;13;58;111;14;12;8;14;3;2;1;24;2;2;1;0;1;5;140726;32;6;0;5;11;0.833333333;0;0;0.2;0.4;0.090909091;0.363636364;2.2
737;14;46;26;5;7;3;12;2;4;1;7;0;2;2;0;2;4;140813;14;4;2;4;10;0.666666667;0;0.5;0;0.25;0.2;0.5;0
738;2;352;50;7;9;8;13;0;4;4;23;2;4;2;2;2;3;140808;19;0;2;5;11;0.833333333;0;1;0;1;0;0.727272727;0
739;2;103;57;4;8;4;15;0;3;2;25;3;5;1;7;2;4;140808;19;2;1;5;10;1;0;0;0;0.2;0;0.4;0
740;2;324;103;11;5;17;19;4;0;2;24;0;0;5;3;5;1;140810;17;0;2;7;15;0.875;0.5;0.5;0.428571429;0.571428571;0.266666667;0.333333333;1.607142857
741;7;92;20;5;3;3;9;2;2;0;11;3;1;3;d;5;2;140813;14;1;2;4;9;0.8;0;0.5;0.25;0.5;0.222222222;0.444444444;1.125
742;1;646;39;6;7;2;13;0;2;0;20;5;3;2;4;5;0;140806;21;3;2;5;11;0.833333333;0;0;0;0;0;0.181818182;0
743;0;895;69;9;10;6;11;1;0;1;19;0;3;1;6;0;5;140724;48;0;0;3;10;0.428571429;0;0;0;0;0.1;0.1;0
744;2;315;127;20;24;18;17;1;4;3;23;2;2;4;3;2;0;140829;12;0;2;7;14;1;0;0.5;0;0.714285714;0.071428571;0.5;0
745;12;75;74;13;10;12;19;2;3;1;19;2;4;3;5;1;4;140829;12;3;2;8;15;1.142857143;0.5;0.5;0.25;0.5;0.133333333;0.4;1.875
746;0;724;93;13;19;18;6;0;0;0;9;0;1;2;0;0;0;140821;20;0;1;2;5;0.666666667;0;0;0;0;0;0;0
747;1;622;87;9;13;8;14;0;2;3;5;1;2;0;0;3;0;140809;32;5;0;6;10;1.5;0;0;0;0.333333333;0;0.4;0
748;4;134;54;12;9;11;8;2;0;0;16;1;3;3;4;0;5;140829;12;4;2;5;9;1.25;0;0;0;0;0.222222222;0.222222222;0
749;11;65;52;11;7;6;15;3;3;1;11;1;0;1;4;1;4;140829;12;1;3;7;11;1.75;0.333333333;0.333333333;0.285714286;0.428571429;0.272727273;0.363636364;1.047619048
750;70;12;85;28;12;1;12;4;0;1;19;6;4;0;3;d;0;140830;11;2;2;8;13;1.6;0;0;0.375;0.5;0.307692308;0.384615385;1.21875
751;13;77;44;9;11;1;14;2;5;1;12;2;3;0;0;d;2;140901;9;d;1;4;11;0.571428571;0;1;0;0.5;0.181818182;0.727272727;0
752;3;298;86;13;7;8;14;2;2;0;19;1;1;2;6;2;0;140830;11;0;1;7;12;1.4;0;0;0.142857143;0.428571429;0.083333333;0.25;1.714285714
753;2;318;24;1;1;5;10;0;0;1;14;1;1;4;0;5;4;140826;15;4;2;5;10;1;0;0;0;0.2;0;0.1;0
754;2;251;49;5;9;5;14;1;3;2;23;2;5;2;1;6;0;140829;12;5;2;4;10;0.666666667;0;0;0.25;0.25;0.1;0.3;2.5
755;0;999;75;7;4;11;13;0;0;3;17;1;0;4;3;5;4;140831;10;0;1;5;10;1;0;0;0;0.4;0;0.3;0
756;36;19;20;3;5;1;6;1;1;1;4;1;1;0;4;4;1;140824;17;1;1;5;7;2.5;1;1;0.2;0.4;0.142857143;0.428571429;1.4
757;4;167;20;3;2;2;11;0;1;1;3;0;0;0;3;2;0;140826;15;0;1;6;9;2;0;0;0;0.333333333;0;0.222222222;0
758;19;53;51;5;7;6;10;3;3;0;18;1;1;3;2;1;2;140830;11;0;1;5;9;1.25;0;1;0.4;1;0.333333333;0.666666667;1.2
759;5;147;18;4;3;4;7;1;1;2;6;1;1;2;0;2;3;140822;19;2;1;4;7;1.333333333;0;1;0;0.5;0.142857143;0.571428571;0
760;8;118;60;7;11;9;13;1;5;2;15;0;3;3;d;4;1;140829;12;3;1;6;11;1.2;1;1;0.166666667;0.5;0.090909091;0.545454545;1.833333333
761;5;176;37;6;9;4;14;5;1;1;15;1;4;3;6;1;d;140830;11;0;3;6;10;1.5;0.333333333;0.333333333;0.166666667;0.333333333;0.1;0.3;1.666666667
762;2;350;32;7;5;5;8;1;2;2;16;5;2;1;5;0;2;140422;141;6;0;0;3;0;0;0;0;0;0;0.333333333;0
763;9;81;36;4;3;4;15;2;1;3;10;0;2;0;d;6;0;140901;9;2;2;5;11;0.833333333;0;0;0.2;0.2;0.090909091;0.272727273;2.2
764;1;910;76;5;5;8;12;1;1;1;14;1;0;0;0;0;3;140901;9;d;2;8;12;2;0;0.5;0.125;0.375;0.083333333;0.25;1.5
765;1;514;54;6;5;4;11;0;2;1;16;2;0;2;2;7;0;140829;12;0;3;6;11;1.2;0;0.333333333;0;0.333333333;0;0.272727273;0
766;0;999;71;4;6;9;18;0;3;1;24;2;1;3;2;0;7;140901;9;0;3;7;14;1;0;0.333333333;0;0.285714286;0;0.285714286;0
767;0;999;45;2;6;5;9;0;2;0;17;0;3;1;5;5;7;140821;20;0;2;5;8;1.666666667;0;0;0;0.4;0;0.25;0
768;0;999;30;2;7;3;9;0;3;0;17;2;3;3;0;6;d;140901;9;0;1;2;8;0.333333333;0;0;0;0;0;0.375;0
769;31;20;46;8;7;10;9;3;3;1;19;5;3;3;7;1;1;140901;9;1;2;4;9;0.8;1;1;0.75;0.75;0.333333333;0.777777778;2.25
770;1;364;65;10;5;7;13;2;1;2;20;2;1;3;0;3;4;140829;12;7;1;3;10;0.428571429;0;0;0;0.333333333;0.2;0.5;0
771;0;942;89;7;11;8;13;2;0;1;23;1;2;2;7;1;6;140830;11;0;3;6;11;1.2;0.333333333;0.333333333;0.333333333;0.333333333;0.181818182;0.181818182;1.833333333
772;10;59;48;8;6;7;12;0;2;2;5;1;0;2;0;3;2;140830;11;6;2;6;12;1;0;1;0;0.5;0;0.333333333;0
773;14;69;112;14;12;8;15;3;2;1;24;2;2;1;1;5;6;140827;14;0;1;5;10;1;0;0;0.2;0.2;0.1;0.4;2
774;26;68;35;10;2;3;10;3;0;1;12;3;1;2;d;1;d;140830;11;0;2;4;8;1;0.5;0.5;0.5;0.5;0.375;0.375;1.333333333
775;0;999;67;5;5;9;15;0;1;1;19;2;1;2;2;0;0;140829;12;5;3;7;14;1;0;0.333333333;0;0.142857143;0;0.142857143;0
776;3;192;46;10;3;7;4;0;0;1;9;0;0;1;5;4;3;140812;29;4;1;3;5;1.5;0;1;0;0.333333333;0;0.2;0
777;2;325;110;14;12;14;16;2;1;4;20;4;2;1;0;4;0;140830;11;3;2;6;14;0.75;0;0;0.166666667;0.333333333;0.142857143;0.428571429;1.166666667
778;1;527;81;11;14;11;14;0;1;0;19;0;1;3;4;0;5;140820;21;3;1;5;10;1;0;0;0;0.2;0;0.1;0
779;6;112;62;8;9;12;14;0;1;5;12;0;0;2;5;0;3;140829;12;4;1;4;9;0.8;0;1;0;0.25;0;0.333333333;0
780;8;75;56;12;5;3;7;0;0;0;20;0;2;2;0;5;5;140823;18;0;1;3;5;1.5;0;0;0;0;0;0;0
781;1;504;54;9;7;7;12;0;1;0;15;0;3;1;4;0;0;140823;18;0;2;4;8;1;0;0;0;0.25;0;0.125;0
782;2;606;65;19;6;10;12;0;2;2;10;3;1;2;3;2;3;140828;13;5;1;6;9;2;0;1;0;0.5;0;0.333333333;0
783;39;18;36;15;9;4;10;1;4;1;14;10;3;1;0;0;3;140820;21;1;1;3;10;0.428571429;0;1;0;0.333333333;0.1;0.6;0
784;18;59;43;11;7;7;11;5;1;1;11;2;3;1;5;1;0;140820;21;0;1;5;11;0.833333333;0;0;0.4;0.6;0.454545455;0.636363636;0.88
785;0;957;47;7;7;7;9;0;1;2;9;1;2;0;3;2;4;140824;17;2;2;4;6;2;0;0.5;0;0.5;0;0.333333333;0
786;22;43;79;21;7;7;10;3;0;2;9;2;1;1;1;3;0;140816;25;6;2;5;10;1;0;0.5;0.4;0.8;0.3;0.5;1.333333333
787;2;265;68;11;10;7;2;0;1;0;10;1;2;1;2;str;0;140814;27;0;1;2;4;1;0;0;0;0;0;0.25;0
788;24;42;51;6;5;7;18;2;4;3;18;2;0;2;6;1;2;140829;12;d;2;9;16;1.285714286;0.5;1;0.222222222;0.555555556;0.125;0.5;1.777777778
789;5;189;55;9;14;6;17;3;5;4;20;3;5;1;1;0;4;140829;12;3;2;6;14;0.75;0;0;0.166666667;0.666666667;0.214285714;0.714285714;0.777777778
790;6;143;69;10;7;7;9;2;1;0;14;4;3;1;5;1;0;140830;11;0;2;7;8;7;0.5;0.5;0.285714286;0.285714286;0.25;0.375;1.142857143
791;1;393;63;7;2;4;12;1;2;1;17;1;0;1;2;1;3;140829;12;0;2;6;10;1.5;0.5;1;0.166666667;0.666666667;0.1;0.4;1.666666667
792;1;576;53;6;9;4;19;1;4;3;14;2;2;0;2;3;4;140830;11;2;3;7;13;1.166666667;0;0.666666667;0;0.571428571;0.076923077;0.384615385;0
793;2;313;83;9;4;7;14;4;0;2;15;0;0;0;6;1;0;140815;26;6;1;4;5;4;0;0;0.5;0.5;0.4;0.6;1.25
794;4;236;63;8;13;8;11;2;3;2;20;4;5;4;1;3;6;140829;12;d;2;6;12;1;0;0.5;0.166666667;0.5;0.166666667;0.583333333;1
795;27;42;38;11;5;3;14;9;0;0;12;2;1;1;d;5;1;140815;26;1;1;6;13;0.857142857;1;1;0.333333333;0.333333333;0.692307692;0.692307692;0.481481481
796;2;279;51;4;6;6;10;2;3;2;5;0;0;0;2;2;3;140830;11;4;2;5;8;1.666666667;0;1;0.2;0.8;0.125;0.625;1.6
797;5;121;19;8;2;2;7;4;0;1;5;3;0;1;1;3;0;140829;12;d;2;5;7;2.5;0;0.5;0.4;0.6;0.571428571;0.714285714;0.7
798;0;999;58;8;5;10;12;1;2;2;11;2;0;2;0;1;3;140825;16;0;1;6;12;1;0;1;0.166666667;0.666666667;0.083333333;0.416666667;2
799;23;24;19;11;7;1;10;4;5;1;9;7;2;0;2;1;1;140830;11;5;1;5;5;0;1;1;0.6;0.8;0.6;0.8;1
800;2;213;25;3;2;5;15;2;1;3;10;1;1;2;5;5;3;140822;19;0;1;5;11;0.833333333;0;1;0;0.4;0.090909091;0.363636364;0
801;4;188;24;4;3;1;6;2;0;0;8;1;0;1;k;0;1;140826;15;6;2;3;4;3;0.5;0.5;0.333333333;0.333333333;0.25;0.25;1.333333333
802;78;11;8;4;0;0;8;4;0;0;0;0;0;0;1;1;4;140820;21;1;1;3;10;0.428571429;0;0;0.666666667;0.666666667;0.4;0.4;1.666666667
803;7;94;16;3;0;4;9;2;0;2;7;1;0;2;4;3;5;140823;18;5;2;4;8;1;0;0.5;0;0.25;0.25;0.5;0
804;0;999;40;3;3;4;7;1;0;1;11;2;1;1;0;1;6;140821;20;0;1;4;7;1.333333333;0;0;0.25;0.5;0.142857143;0.285714286;1.75
805;3;223;19;1;2;4;9;0;2;1;10;1;0;3;0;d;5;140903;7;4;2;6;9;2;0;0;0;0.166666667;0;0.333333333;0
806;4;117;20;6;1;0;6;2;1;0;14;4;0;0;2;5;0;140730;42;2;0;3;6;1;0;0;0;0.333333333;0.333333333;0.5;0
807;1;452;23;6;6;0;12;4;2;0;11;2;4;0;2;0;0;140802;39;d;0;4;8;1;0;0;0.25;0.5;0.25;0.5;1
808;0;999;48;3;2;2;23;2;0;0;21;1;1;1;5;0;0;140830;11;0;2;9;16;1.285714286;0;0;0.111111111;0.111111111;0.125;0.125;0.888888889
809;0;999;33;6;5;1;5;1;1;0;18;3;3;1;str;d;6;140830;11;0;2;2;2;0;0;0;0;0;0;0;0
810;0;999;37;4;4;4;8;0;0;2;10;0;1;0;6;3;0;140822;19;0;1;4;5;4;0;0;0;0.5;0;0.4;0
811;0;833;22;4;3;1;4;1;0;0;6;0;1;0;0;1;6;140819;22;3;1;3;4;3;0;0;0.333333333;0.333333333;0.25;0.25;1.333333333
812;12;136;44;8;6;3;2;0;0;0;20;4;3;1;6;5;6;140830;11;0;1;2;2;0;0;0;0;0;0;0;0
813;5;122;47;6;7;7;13;1;2;2;4;0;0;1;2;5;d;140829;12;2;2;6;10;1.5;0;0;0;0.666666667;0.1;0.5;0
814;34;28;33;6;7;6;5;1;0;1;17;3;5;2;1;0;6;140828;13;1;2;5;5;0;0;0;0.2;0.4;0.2;0.4;1
815;3;251;59;11;8;6;10;1;1;4;8;2;2;1;3;6;3;140816;25;0;1;5;10;1;0;1;0;0.6;0.1;0.6;0
816;1;416;67;6;8;3;15;2;2;0;14;4;2;2;5;0;0;140730;42;0;0;3;9;0.5;0;0;0;0;0.111111111;0.222222222;0
817;8;70;45;6;7;5;16;1;4;0;16;4;1;2;7;2;2;140829;12;4;3;8;12;2;0;0.666666667;0;0.375;0;0.25;0
818;4;183;53;11;5;8;13;3;0;2;16;5;2;0;3;0;1;140826;15;3;1;6;12;1;1;1;0.166666667;0.333333333;0.166666667;0.333333333;1
819;5;253;36;4;7;3;9;1;1;1;13;0;5;2;2;4;5;140829;12;6;1;5;9;1.25;0;0;0.2;0.6;0.111111111;0.333333333;1.8
820;4;154;56;9;6;4;9;3;1;1;21;5;1;0;5;d;5;140715;57;d;0;2;6;0.5;0;0;0;0;0.333333333;0.5;0
821;20;31;34;8;1;3;12;1;1;2;21;7;0;1;5;0;3;140827;14;0;2;6;10;1.5;0;0.5;0;0.333333333;0;0.3;0
822;4;174;50;6;9;7;13;2;3;2;18;2;4;4;0;5;2;140605;97;5;0;0;7;0;0;0;0;0;0;0.428571429;0
823;0;999;58;7;8;5;5;0;0;1;15;4;2;2;str;5;3;140819;22;0;1;2;4;1;0;1;0;0.5;0;0.25;0
824;22;42;9;5;2;1;9;5;2;1;0;0;0;0;1;1;3;140730;42;0;0;3;9;0.5;0;0;0.666666667;1;0.555555556;0.888888889;1.2
825;1;548;35;4;4;7;18;1;1;5;11;2;2;0;0;4;3;140829;12;2;2;3;11;0.375;0;0.5;0;0.333333333;0;0.272727273;0
826;2;313;18;1;3;2;8;0;1;2;5;0;0;0;d;0;d;140828;13;0;1;4;8;1;0;0;0;0;0;0.125;0
827;30;29;17;4;2;3;10;3;1;2;7;1;1;1;3;3;1;140813;28;1;1;5;10;1;1;1;0.4;0.8;0.3;0.6;1.333333333
828;1;209;26;2;2;3;7;0;0;1;16;2;1;2;0;4;3;140830;11;0;2;5;7;2.5;0;0.5;0;0.2;0;0.142857143;0
829;1;657;21;2;1;1;9;1;1;0;12;1;0;1;0;4;5;140829;12;0;2;4;9;0.8;0;0;0;0;0.111111111;0.222222222;0
830;17;76;10;6;0;1;8;6;0;0;2;0;0;1;1;1;str;140711;61;d;0;1;6;0.2;0;0;0;0;0.833333333;0.833333333;0
831;11;56;16;3;4;3;7;2;2;1;9;1;2;2;1;2;1;140820;21;4;1;5;8;1.666666667;1;1;0.4;0.8;0.25;0.5;1.6
832;8;92;14;5;1;1;5;2;0;1;9;3;1;0;4;4;1;140830;11;3;2;5;5;0;0.5;0.5;0.4;0.6;0.4;0.6;1
833;7;87;18;6;1;0;10;3;1;0;8;3;0;0;0;0;1;140901;9;6;1;2;6;0.5;1;1;0.5;0.5;0.333333333;0.5;1.5
834;2;392;22;2;2;2;12;1;1;1;9;1;0;1;2;d;5;140826;15;5;1;2;9;0.285714286;0;0;0;0;0.111111111;0.333333333;0
835;1;743;54;14;7;4;6;0;2;0;8;0;0;1;2;5;0;140925;20;4;1;4;6;2;0;0;0;0.25;0;0.333333333;0
836;3;349;34;4;5;4;11;1;1;2;11;1;2;1;0;2;4;141003;12;0;2;6;10;1.5;0;0.5;0;0.166666667;0.1;0.3;0
837;16;54;40;15;3;2;6;0;0;0;14;7;0;1;0;6;0;140913;32;2;0;4;7;1.333333333;0;0;0;0;0;0;0
838;3;487;59;10;5;4;10;0;1;2;15;4;0;1;5;3;2;141005;10;0;2;3;8;0.6;0;1;0;0.666666667;0;0.375;0
839;0;999;78;6;4;8;16;1;0;1;16;0;2;1;6;3;0;140829;47;d;0;3;10;0.428571429;0;0;0;0.333333333;0.1;0.2;0
840;1;999;79;5;5;8;15;1;1;1;14;1;0;0;d;0;6;141003;12;0;2;8;15;1.142857143;0;0;0.125;0.375;0.066666667;0.2;1.875
841;2;574;70;5;6;9;18;0;2;1;19;2;1;2;5;2;6;141003;12;6;2;8;14;1.333333333;0;0.5;0;0.25;0;0.142857143;0
842;5;194;48;6;7;6;19;1;4;1;16;4;1;2;4;0;3;141001;14;5;2;7;13;1.166666667;0;0.5;0;0.428571429;0;0.307692308;0
843;14;90;64;6;9;9;23;5;4;3;24;0;3;4;3;6;2;140930;15;3;2;5;13;0.625;0;0.5;0;0.8;0.076923077;0.538461538;0
844;1;646;36;5;4;6;15;1;1;3;14;3;3;1;2;1;0;141005;10;0;2;7;11;1.75;0.5;0.5;0.142857143;0.571428571;0.090909091;0.363636364;1.571428571
845;56;12;21;6;2;1;12;5;1;0;9;1;1;1;1;4;1;140927;18;1;2;5;10;1;0.5;0.5;0.6;0.6;0.5;0.6;1.2
846;0;999;62;2;2;3;18;0;0;0;30;2;0;2;5;8;0;141007;8;0;3;9;15;1.5;0;0;0;0;0;0;0
847;2;373;30;5;1;2;8;2;0;1;8;1;0;1;0;7;3;140912;33;d;0;1;5;0.25;0;0;0;1;0.4;0.6;0
848;0;999;38;4;1;1;13;1;1;1;12;3;0;0;d;2;0;140930;15;6;1;3;8;0.6;0;0;0;0.333333333;0;0.25;0
849;0;999;46;3;4;5;17;1;1;3;13;1;1;0;d;6;5;141006;9;0;3;7;14;1;0;0;0;0.142857143;0;0.214285714;0
850;14;49;25;2;3;2;11;0;1;0;14;2;2;2;4;0;4;141002;13;1;2;6;8;3;0;0;0;0;0;0;0
851;2;577;63;4;6;10;24;1;3;2;26;1;2;6;3;0;0;141008;7;7;2;8;15;1.142857143;0;0;0.125;0.25;0.066666667;0.2;1.875
852;0;743;60;7;7;4;6;0;0;0;17;1;2;2;6;7;0;141006;9;0;1;1;3;0.5;0;0;0;0;0;0;0
853;0;999;47;8;6;7;17;0;2;3;14;3;1;1;0;7;7;140911;34;0;0;4;10;0.666666667;0;0;0;0;0;0.1;0
854;0;999;65;10;6;14;6;0;0;0;12;0;1;2;0;d;0;140419;179;5;0;0;1;0;0;0;0;0;0;0;0
855;0;999;82;14;4;4;4;0;0;0;9;0;0;0;0;0;0;140823;53;0;0;2;2;0;0;0;0;0;0;0;0
856;7;129;42;11;5;3;9;0;1;1;6;2;0;0;4;d;0;140906;39;2;0;4;6;2;0;0;0;0.25;0;0.333333333;0
857;0;999;70;8;4;6;17;1;2;1;17;1;1;1;4;0;0;141006;9;0;1;2;8;0.333333333;0;0;0;0;0;0;0
858;65;14;24;15;2;0;3;3;0;0;9;5;1;0;1;1;1;140524;144;4;0;0;3;0;0;0;0;0;1;1;0
859;7;58;58;12;11;6;11;2;1;0;8;1;2;2;0;d;2;140926;19;3;1;1;5;0.25;0;1;0;1;0;0.2;0
860;8;140;16;0;6;5;9;0;3;3;7;0;3;2;2;3;d;141001;14;0;1;7;10;2.333333333;0;0;0;0.714285714;0;0.6;0
861;3;450;19;2;5;1;8;0;2;0;8;1;2;0;2;4;4;141001;14;3;2;6;7;6;0;0;0;0.333333333;0;0.285714286;0
862;11;97;25;3;3;2;12;1;3;0;13;2;0;2;d;str;2;141001;14;2;1;5;8;1.666666667;0;1;0;0.4;0;0.25;0
863;16;78;21;2;2;3;14;2;0;1;7;0;2;2;6;1;0;141004;11;0;2;7;14;1;0.5;0.5;0.285714286;0.285714286;0.142857143;0.214285714;2
864;1;812;64;4;6;10;24;1;2;4;17;0;0;3;3;0;0;141007;8;0;2;6;15;0.666666667;0;0;0;0.333333333;0.066666667;0.4;0
865;3;215;34;7;1;3;7;1;0;1;2;0;0;0;0;6;0;140925;20;4;1;4;7;1.333333333;0;0;0;0;0.142857143;0.285714286;0
866;3;230;25;1;3;5;16;0;2;4;9;1;1;1;4;5;3;141005;10;5;2;6;14;0.75;0;0.5;0;0.5;0;0.357142857;0
867;18;52;36;10;5;4;11;1;2;3;15;4;2;0;3;6;3;141001;14;2;1;4;9;0.8;0;1;0;0.75;0.111111111;0.555555556;0
868;1;999;46;10;4;4;4;0;1;1;10;1;0;0;0;k;k;140602;135;0;0;0;2;0;0;0;0;0;0;0;0
869;3;278;91;7;14;11;19;0;2;5;20;3;1;2;4;0;0;141006;9;d;2;7;13;1.166666667;0;0;0;0.428571429;0;0.384615385;0
870;33;21;76;17;10;12;14;3;1;1;18;4;2;4;4;0;2;140919;26;1;1;5;13;0.625;0;1;0;0.4;0.230769231;0.384615385;0
871;12;80;79;10;11;9;12;3;0;3;18;2;2;1;0;3;3;141008;7;0;1;4;5;4;0;1;0.25;0.75;0.4;0.8;0.625
872;7;102;42;11;2;3;10;3;0;0;16;5;0;1;5;1;4;141008;7;3;2;3;6;1;0.5;0.5;0.333333333;0.333333333;0.166666667;0.166666667;2
873;3;329;86;9;10;12;13;0;1;3;17;2;2;2;3;5;0;140918;27;4;1;6;11;1.2;0;0;0;0.166666667;0;0.272727273;0
874;22;33;79;23;11;11;9;3;1;1;17;6;1;1;0;2;4;140930;15;5;1;2;7;0.4;0;0;0;0.5;0.142857143;0.428571429;0
875;10;97;94;15;13;6;18;4;3;2;20;3;0;0;3;0;0;140909;36;5;0;5;12;0.714285714;0;0;0;0.2;0.083333333;0.416666667;0
876;5;210;66;23;12;5;14;2;3;1;18;6;2;1;0;5;0;141004;11;0;1;6;11;1.2;0;0;0;0.166666667;0.090909091;0.272727273;0
877;4;171;142;16;19;26;13;0;0;3;8;0;0;3;0;4;7;140929;16;0;2;8;12;2;0;0;0;0.125;0;0.166666667;0
878;3;153;145;24;21;18;15;0;3;1;20;5;4;3;5;0;2;141002;13;d;1;5;12;0.714285714;0;1;0;0.2;0;0.25;0
879;1;728;150;23;11;11;13;1;0;0;18;3;0;0;0;0;5;141002;13;0;1;4;10;0.666666667;0;0;0;0;0.1;0.1;0
880;5;195;107;24;16;8;12;0;1;0;14;4;0;2;0;2;6;140929;16;6;1;5;9;1.25;0;0;0;0.2;0;0.111111111;0
881;35;21;61;20;10;11;11;1;3;2;10;4;1;2;d;2;4;140913;32;1;0;4;11;0.571428571;0;0;0;0.25;0.090909091;0.454545455;0
882;1;685;123;26;10;8;6;0;1;0;11;2;1;0;4;0;0;140815;61;0;0;3;6;1;0;0;0;0;0;0.166666667;0
883;20;28;9;2;1;2;9;2;1;2;0;0;0;0;3;0;1;140928;17;1;1;5;9;1.25;1;1;0.2;0.4;0.222222222;0.555555556;0.9
884;11;72;8;0;4;0;8;0;4;0;0;0;0;0;2;2;6;140928;17;5;1;6;9;2;0;0;0;0.5;0;0.444444444;0
885;3;395;13;3;1;2;6;1;0;2;7;2;1;0;0;3;5;141008;7;6;2;5;6;5;0;0.5;0.2;0.6;0.166666667;0.5;1.2
886;15;60;8;3;1;1;8;3;1;1;0;0;0;0;d;1;2;140928;17;3;1;2;7;0.4;0;1;0.5;1;0.285714286;0.571428571;1.75
887;3;324;8;3;0;0;8;3;0;0;0;0;0;0;1;7;d;140915;30;d;0;3;7;0.75;0;0;0.333333333;0.333333333;0.285714286;0.285714286;1.166666667
888;1;782;5;1;0;1;5;1;0;1;0;0;0;0;3;5;1;141003;12;d;2;4;5;4;0.5;0.5;0.25;0.5;0.2;0.4;1.25
889;4;178;14;2;1;1;14;2;1;1;0;0;0;0;5;5;2;140929;16;2;1;6;9;2;0;1;0.166666667;0.333333333;0.222222222;0.444444444;0.75
890;10;67;7;1;2;2;7;1;2;2;0;0;0;0;0;3;1;140927;18;0;1;4;8;1;1;1;0.25;0.75;0.125;0.625;2
891;8;130;7;3;0;2;7;3;0;2;0;0;0;0;1;3;str;140917;28;0;1;5;9;1.25;0;0;0.4;0.6;0.333333333;0.555555556;1.2
892;4;348;60;9;4;9;10;1;0;1;18;2;1;5;str;str;0;140930;15;5;2;2;7;0.4;0;0;0;0;0;0;0
893;61;11;22;10;1;1;10;6;0;0;6;2;0;1;1;5;d;140927;18;1;1;6;9;2;0;0;0.666666667;0.666666667;0.666666667;0.666666667;1
894;1;595;112;11;18;23;13;0;3;1;7;0;0;2;0;5;0;141001;14;4;2;2;6;0.5;0;0;0;0;0;0.166666667;0
895;6;248;114;15;13;12;13;0;1;1;9;0;1;1;6;2;6;141006;9;0;1;4;7;1.333333333;0;0;0;0.5;0;0.285714286;0
896;7;117;71;11;8;9;17;2;3;2;6;0;1;1;1;0;0;141004;11;1;2;6;14;0.75;0;0;0.333333333;0.333333333;0.142857143;0.357142857;2.333333333
897;1;932;66;8;6;8;13;1;0;1;3;0;0;0;0;0;6;140919;26;6;1;2;8;0.333333333;0;0;0;0;0.125;0.25;0
898;0;988;99;7;6;12;21;1;2;3;26;0;1;3;0;4;3;141007;8;0;2;6;13;0.857142857;0;0.5;0;0.166666667;0.076923077;0.307692308;0
